id,tokens,ner_tags
11404,"['A' 'prospectively' 'gated' '2D' 'axial' 'sequence' 'with' 'velocity'
 'encoding' 'in' 'the' 'craniocaudal' 'direction' 'in' 'the' 'cervical'
 'region' 'was' 'set' 'at' 'a' 'velocity' 'of' '+' '/' '-' '10' 'cm' '/'
 's' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11405,"['It' 'was' 'subsequently' 'shown' 'that' 'Tip60' 'had' 'histone'
 'acetyltransferase' '(' 'HAT' ')' 'activity' '.']",[0 0 0 0 0 1 0 1 2 0 1 0 0 0]
11406,"['Our' 'data' 'show' 'that' 'multiple' 'MLSN1' 'transcripts' ',' 'both'
 'constitutively' 'expressed' 'and' 'inducible' ',' 'are' 'present' 'in'
 'cultured' 'pigmented' 'melanoma' 'cells' ',' 'and' 'suggest' 'that'
 'MLSN1' 'expression' 'can' 'be' 'regulated' 'at' 'the' 'level' 'of'
 'both' 'transcription' 'and' 'mRNA' 'processing' '.']","[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
11407,"['These' 'results' 'also' 'suggest' 'the' 'involvement' 'of' 'additional'
 'elements' 'in' 'the' 'UPR' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
11408,"['We' 'show' 'that' 'in' 'contrast' 'to' 'SRC1' ',' 'direct' 'binding'
 'of' 'CBP' 'to' 'the' 'estrogen' 'receptor' 'is' 'weak' ',' 'suggesting'
 'that' 'SRC1' 'functions' 'primarily' 'as' 'an' 'adaptor' 'to' 'recruit'
 'CBP' 'and' 'p300' '.']",[0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0]
11409,"['Remarkably' ',' 'a' 'construct' 'corresponding' 'to' 'residues' '631'
 'to' '970' ',' 'which' 'contains' 'only' 'the' 'LXXLL' 'motifs' 'and'
 'the' 'AD1' 'region' 'of' 'SRC1' ',' 'retained' 'strong' 'coactivator'
 'activity' 'in' 'our' 'assays' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
11410,"['Since' 'MEK' 'acts' 'as' 'a' 'cytoplasmic' 'anchor' 'for' 'the' 'ERKs'
 ',' 'the' 'lack' 'of' 'a' 'MEK' 'interaction' 'resulted' 'in' 'the'
 'aberrant' 'nuclear' 'localization' 'of' 'ERK2' '-' 'Delta19' '-' '25'
 'mutants' 'in' 'serum' '-' 'starved' 'cells' '.']",[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 2 2 0 0 0 0 0 0 0]
11411,"['Pmt2' 'is' 'a' 'member' 'of' 'a' 'six' '-' 'protein' 'family' 'in'
 'yeast' 'that' 'catalyzes' 'the' 'first' 'step' 'in' 'O' 'mannosylation'
 'of' 'target' 'proteins' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11412,"['Of' 'the' '21' 'quadrants' 'positive' 'in' 'the' 'controls' ',' '17'
 'were' 'correlated' 'with' 'previously' 'detected' 'jaw' 'pathoses' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11413,['Four' 'cases' 'of' 'synovial' 'chondromatosis' 'are' 'presented' '.'],[0 0 0 0 0 0 0 0]
11414,"['Previous' 'studies' 'have' 'shown' 'that' 'the' 'pro' '-' 'inflammatory'
 'cytokines' 'tumor' 'necrosis' 'factor' 'alpha' 'and' 'interferon'
 'gamma' 'reduce' 'the' 'expression' 'of' 'the' 'cystic' 'fibrosis'
 'transmembrane' 'conductance' 'regulator' '(' 'CFTR' ')' 'gene' '('
 'CFTR' ')' 'in' 'HT' '-' '29' 'and' 'T84' 'cells' 'by' 'acting' 'post'
 '-' 'transcriptionally' '.']","[0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 1 2 0 0 0 0 0 1 2 2 2 2 0 1 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
11415,"['Regulation' 'of' 'RhoA' 'is' 'required' 'to' 'maintain' 'adhesion' 'in'
 'stationary' 'cells' ',' 'but' 'is' 'also' 'critical' 'for' 'cell'
 'spreading' 'and' 'migration' '[' '3' ']' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11416,"['Here' 'we' 'show' 'in' 'mouse' 'fibroblasts' 'stably' 'transformed' 'by'
 'v' '-' 'Src' 'that' 'mRNA' 'and' 'protein' 'levels' 'of' 'p21' '('
 'WAF1' '/' 'CIP1' ')' ',' 'cyclin' 'D1' ',' 'and' 'cyclin' 'E' 'are'
 'elevated' '.']",[0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 1 0 1 0 1 0 0 1 2 0 0 1 2 0 0 0]
11417,"['ORFA' 'and' 'ccdA' 'were' 'constitutively' 'cotranscribed' 'as'
 'determined' 'by' 'primer' 'extension' 'analysis' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0]
11418,"['Mouse' 'Impact' 'is' 'a' 'paternally' 'expressed' 'gene' 'encoding' 'an'
 'evolutionarily' 'conserved' 'protein' 'of' 'unknown' 'function' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11419,"['Coexpression' 'studies' 'indicate' 'that' 'insulin' 'and' 'PKB'
 'suppress' 'transactivation' 'by' 'C' '/' 'EBPbeta' ',' 'but' 'not' 'C'
 '/' 'EBPalpha' ',' 'and' 'that' 'N' '-' 'terminal' 'transactivation'
 'domains' 'in' 'C' '/' 'EBPbeta' 'are' 'required' '.']",[0 0 0 0 1 0 1 0 0 0 1 2 2 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0]
11420,"['Among' 'eight' 'graminaceous' 'species' 'tested' ',' 'Ids3' 'expression'
 'was' 'observed' 'only' 'in' 'Fe' '-' 'deficient' 'roots' 'of' 'H' '.'
 'vulgare' 'and' 'Secale' 'cereale' '.' 'which' 'not' 'only' 'secrete' '2'
 ""'"" '-' 'deoxymugineic' 'acid' '(' 'DMA' ')' ',' 'but' 'also' 'mugineic'
 'acid' '(' 'MA' ')' 'and' '3' '-' 'epihydroxymugineic' 'acid' '('
 'epiHMA' ',' 'H' '.' 'vulgare' ')' ',' 'and' '3' '-' 'hydroxymugineic'
 'acid' '(' 'HMA' ',' 'S' '.' 'cereale' ')' '.']","[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11421,"['In' 'contrast' ',' 'high' 'COUP' '-' 'TFI' 'expression' 'impeded' 'the'
 'neuronal' 'differentiation' 'of' 'P19' 'cells' 'induced' 'with' 'RA' ','
 'resulting' 'in' 'cell' 'cultures' 'lacking' 'neurons' '.']",[0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11422,"['Because' 'PET' 'is' 'also' 'useful' 'for' 'the' 'pretreatment' 'and'
 'follow' '-' 'up' 'evaluation' ',' 'the' 'use' 'of' 'stereotactic' 'PET'
 'in' 'these' 'patients' 'can' 'enable' 'an' 'accurate' 'comparison' 'of'
 'PET' '-' 'based' 'metabolic' 'data' 'with' 'MR' '-' 'based' 'anatomical'
 'data' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
11423,"['Therefore' ',' 'in' 'our' 'in' 'vitro' 'model' ',' 'the' 'localization'
 'of' 'the' 'mutation' 'in' 'the' 'K' '-' 'ras' 'gene' 'predisposes' 'to'
 'a' 'different' 'level' 'of' 'aggressiveness' 'in' 'the' 'transforming'
 'phenotype' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0]
11424,"['Here' ',' 'we' 'describe' 'the' 'isolation' 'of' 'MdPin1' ',' 'a' 'Pin1'
 'homologue' 'from' 'the' 'plant' 'species' 'apple' '(' 'Malus'
 'domestica' ')' 'and' 'show' 'that' 'it' 'has' 'the' 'same'
 'phosphorylation' '-' 'specific' 'substrate' 'specificity' 'and' 'can'
 'be' 'inhibited' 'by' 'juglone' 'in' 'vitro' ',' 'as' 'is' 'the' 'case'
 'for' 'Pin1' '.']","[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0]"
11425,"['These' 'and' 'other' 'data' 'presented' 'suggest' 'that' 'TAg' ""'"" 're'
 '-' 'models' ""'"" 'host' 'cell' 'transcription' 'factors' 'that' 'are'
 'used' 'early' 'in' 'viral' 'infection' ',' 'and' 'thereby' 'mimics' 'an'
 'event' 'that' 'naturally' 'occurs' 'during' 'transformation' '.']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11426,"['This' 'sensitivity' 'analysis' 'showed' 'that' 'the' 'practical'
 'limits' 'of' 'the' 'accuracy' 'of' 'the' 'used' 'screening' 'test'
 'jeopardize' 'the' 'estimation' 'of' 'the' 'true' 'herd' 'prevalence'
 'within' 'reasonable' 'confidence' 'limits' ',' 'because' 'the' 'within'
 '-' 'herd' 'PTB' 'true' 'prevalence' 'was' 'low' '.' 'For' 'this'
 'reason' 'we' 'augmented' 'the' 'herd' 'specificity' 'for' 'herds' 'with'
 'larger' 'adult' 'herd' 'size' '(' '>' '5' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11427,"['ORFK10' '.' '5' 'encodes' 'a' 'protein' ',' 'latency' '-' 'associated'
 'nuclear' 'antigen' '2' '(' 'LANA2' ')' ',' 'which' 'is' 'expressed' 'in'
 'KSHV' '-' 'infected' 'hematopoietic' 'tissues' ',' 'including' 'PEL'
 'and' 'CD' 'but' 'not' 'KS' 'lesions' '.']",[1 2 2 0 0 0 0 1 2 2 2 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11428,"['In' 'Xenopus' ',' 'BMPs' 'act' 'as' 'epidermal' 'inducers' 'and' 'also'
 'as' 'negative' 'regulators' 'of' 'neurogenesis' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
11429,"['Presently' 'four' 'unique' 'variants' 'carrying' 'distinct' 'GAF'
 'sequences' 'in' 'the' 'N' '-' 'terminal' 'region' 'have' 'been'
 'identified' '.']",[0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
11430,"['Genomic' 'organization' 'of' 'the' 'human' 'phosphodiesterase' 'PDE11A'
 'gene' '.']",[0 0 0 0 0 1 2 2 0]
11431,"['The' 'present' 'findings' 'revealed' 'that' 'the' 'rib' '-' '2'
 'protein' 'was' 'a' 'unique' 'alpha1' ',' '4' '-' 'N' '-'
 'acetylglucosaminyltransferase' 'involved' 'in' 'the' 'biosynthetic'
 'initiation' 'and' 'elongation' 'of' 'heparan' 'sulfate' '.']",[0 0 0 0 0 0 1 2 2 2 0 0 0 1 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0]
11432,"['Inhibition' 'of' 'the' 'Mek' '/' 'Erk' 'pathway' 'in' 'Rat1' '/' 'ras'
 'cells' ',' 'using' 'the' 'Mek' 'inhibitor' ',' 'PD98059' ',' 'resulted'
 'in' 'complete' 'cytoskeletal' 'recovery' ',' 'indistinguishable' 'from'
 'that' 'induced' 'by' 'HR12' '.']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11433,"['The' 'transcription' 'factor' 'CHOP' '/' 'GADD153' 'gene' 'is' 'induced'
 'by' 'cellular' 'stress' 'and' 'is' 'involved' 'in' 'mediating'
 'apoptosis' '.']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
11434,"['Addition' 'of' 'synthetic' 'tyrosine' '-' 'phosphorylated' 'peptides'
 'derived' 'from' 'betac' 'cytoplasmic' 'tyrosines' 'prior' 'to' 'GM' '-'
 'CSF' 'stimulation' 'inhibited' 'the' 'in' 'vitro' 'activation' 'of'
 'STAT5' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 1 0]
11435,"['MAIN' 'OUTCOME' 'MEASURES' ':' 'Percentage' 'change' 'in' 'the' 'apnea'
 '-' 'hypopnea' 'index' '(' 'AHI' ';' 'apnea' 'events' '+' 'hypopnea'
 'events' 'per' 'hour' 'of' 'sleep' ')' 'and' 'odds' 'of' 'developing'
 'moderate' '-' 'to' '-' 'severe' 'SDB' '(' 'defined' 'by' 'an' 'AHI' '>'
 'or' '=' '15' 'events' 'per' 'hour' 'of' 'sleep' ')' ',' 'with' 'respect'
 'to' 'change' 'in' 'weight' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11436,['Paraneoplastic' 'rheumatic' 'syndromes' '.'],[0 0 0 0]
11437,"['This' 'article' 'reviews' 'recent' 'information' 'on' 'the' 'frequency'
 ',' 'characteristics' ',' 'and' 'possible' 'pathogenic' 'mechanisms' 'of'
 'the' 'vasculitides' 'occurring' 'in' 'patients' 'with' 'the' 'main'
 'connective' 'tissue' 'diseases' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11438,"['Tec' 'kinase' 'signaling' 'in' 'T' 'cells' 'is' 'regulated' 'by'
 'phosphatidylinositol' '3' '-' 'kinase' 'and' 'the' 'Tec' 'pleckstrin'
 'homology' 'domain' '.']",[1 2 0 0 0 0 0 0 0 1 2 2 2 0 0 1 1 2 2 0]
11439,"['Current' 'evidence' 'for' 'this' 'type' 'of' 'DNA' 'supercoiling' '-'
 'dependent' 'transcriptional' 'coupling' ',' 'based' 'largely' 'on' 'the'
 'in' 'vivo' 'activities' 'of' 'promoters' 'contained' 'in' 'engineered'
 'DNA' 'constructs' ',' 'suggests' 'that' 'the' 'transcription' 'complex'
 'must' 'be' 'physically' 'hindered' 'to' 'generate' 'DNA' 'supercoils'
 'and' 'to' 'prevent' 'their' 'diffusion' 'throughout' 'the' 'DNA'
 'duplex' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11440,"['The' 'structure' 'of' 'the' 'free' 'SH2' 'domain' 'has' 'been'
 'compared' 'to' 'that' 'of' 'the' 'SH2' 'complexed' 'with' 'a' 'doubly'
 'phosphorylated' 'peptide' 'derived' 'from' 'polyomavirus' 'middle' 'T'
 'antigen' '(' 'MT' ')' '.']",[0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 2 2 0 1 0 0]
11441,"['We' 'have' 'identified' 'three' 'binding' 'sites' 'for' 'protein'
 'complexes' ':' 'a' 'palindrome' ',' 'a' 'direct' 'repeat' ',' 'and' 'a'
 'C' '+' 'T' 'sequence' 'that' 'corresponds' 'to' 'seven' 'GAGA' 'motifs'
 'on' 'the' 'transcribed' 'strand' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11442,['Copyright' '2000' 'Academic' 'Press' '.'],[0 0 0 0 0]
11443,"['Patients' 'underwent' 'pretreatment' 'cystoscopy' 'and' 'detailed'
 'tumor' 'mapping' ',' 'and' 'were' 'treated' 'with' '75' 'mg' '.' '/' 'm'
 '.' '2' 'cisplatin' 'on' 'day' '1' 'and' '1' 'gm' '.' '/' 'm' '.' '2'
 'daily' ',' '5' '-' 'fluorouracil' 'on' 'days' '1' 'to' '4' 'and'
 'definitive' 'radiotherapy' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
11444,"['All' '9' 'untreated' 'patients' 'underwent' 'laparoscopy' ',' 'which'
 'identified' '3' 'intra' '-' 'abdominal' ',' '3' 'vanished' 'and' '2'
 'peeping' 'testes' ',' 'and' '1' 'atrophic' 'testis' 'in' 'the'
 'inguinal' 'canal' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11445,"['This' 'philosophy' 'was' 'instituted' 'for' 'the' 'compound' 'RP'
 '73401' ',' 'a' 'specific' 'phosphodiesterase' 'IV' 'inhibitor' ','
 'that' 'was' 'being' 'developed' 'simultaneously' 'for' 'delivery' 'by'
 'both' 'oral' 'and' 'pulmonary' 'routes' 'of' 'administration' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11446,"['Increased' 'levels' 'of' 'anticardiolipin' 'immunoglobulin' 'G' 'may'
 'also' 'cause' 'bleeding' '.']",[0 0 0 1 2 2 0 0 0 0 0]
11447,"['RESULTS' ':' 'Prevalence' 'of' 'obesity' '(' 'BMI' 'SDS' '>' '2' '.' '0'
 ')' 'was' '<' '2' '%' 'at' 'diagnosis' ',' 'but' 'increased' 'to' '16'
 '%' 'at' '3y' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11448,"['One' 'of' 'the' 'sequelae' 'of' 'the' 'antiphospholipid' '-'
 'antibodies' 'is' 'an' 'impaired' 'uteroplacental' 'circulation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11449,['Bupropion' 'to' 'aid' 'smoking' 'cessation' '.'],[0 0 0 0 0 0]
11450,"['Using' 'a' 'natural' 'dominant' 'negative' 'for' 'AP' '-' '1'
 'transcriptional' 'activity' 'in' 'ROS' '17' '/' '2' '.' '8' 'cells' ','
 'we' 'then' 'showed' 'that' 'AP' '-' '1' 'transcription' 'factors'
 'mediated' 'TGF' '-' 'beta1' '-' 'and' 'BMP' '-' '2' '-' 'regulated'
 'expression' 'of' 'the' '(' 'alpha1' ')' 'collagen' 'I' 'gene' 'as'
 'well' 'as' 'TGF' '-' 'beta1' '-' 'regulated' 'expression' 'of' 'the'
 'parathyroid' 'hormone' '(' 'PTH' ')' '/' 'PTH' '-' 'related' 'peptide'
 '(' 'PTHrP' ')' 'receptor' '.']","[0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 0 1 2 2 0 0 1 2
 2 0 0 0 0 0 1 2 2 2 2 2 0 0 0 1 2 2 0 0 0 0 0 1 2 0 1 0 0 1 2 2 2 2 2 2 2
 0]"
11451,"['PM' '12' 'or' '18' 'mg' '/' 'kg' 'daily' 'plus' 'a' 'standard' 'dose'
 'of' 'SB' 'for' '21' 'days' 'was' 'statistically' 'more' 'effective'
 'than' 'SB' 'in' 'producing' 'a' 'final' 'cure' 'for' 'patients' 'with'
 'VL' 'in' 'Bihar' ',' 'India' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11452,"['There' 'were' 'significant' 'differences' '(' 'p' '<' '0' '.' '05' ')'
 'between' 'the' 'fracture' 'and' 'nonfracture' 'groups' 'in' 'the'
 'total' 'femur' 'BMD' '(' '13' '%' ')' ',' 'trabecular' 'BMD' 'in' 'the'
 'distal' 'radius' '(' '4' '%' ')' ',' 'and' 'the' 'fractal' 'dimension'
 'in' 'the' 'radiographs' '(' 'FD2' ')' '(' '3' '%' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11453,"['BACKGROUND' ':' 'The' 'aim' 'of' 'this' 'study' 'was' 'to' 'determine'
 'and' 'compare' 'interleukin' '-' '6' '(' 'IL' '-' '6' ')' 'levels' 'in'
 'gingival' 'crevicular' 'fluid' '(' 'GCF' ')' 'and' 'clinical'
 'periodontal' 'findings' 'in' 'patients' 'with' 'rheumatoid' 'arthritis'
 '(' 'RA' ')' 'and' 'adult' 'periodontitis' '(' 'AP' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
11454,"['In' 'a' 'prospective' ',' 'multicentre' 'trial' 'the' 'efficacy' 'of'
 'an' 'Vitex' 'agnus' 'castus' 'L' 'extract' 'Ze' '440' 'was'
 'investigated' 'in' '50' 'patients' 'with' 'pre' '-' 'menstrual'
 'syndrome' '(' 'PMS' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11455,"['Studies' 'are' 'necessary' 'to' 'assess' 'the' 'source' 'of'
 'contamination' 'and' 'potential' 'role' 'of' 'MRSA' '-' 'contaminated'
 'milk' 'in' 'the' 'transmission' 'of' 'MRSA' 'to' 'neonates' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11456,"['Depending' 'on' 'treatment' 'exposures' ',' 'this' 'at' '-' 'risk'
 'population' 'may' 'experience' 'life' '-' 'threatening' 'late' 'effects'
 ',' 'such' 'as' 'cirrhosis' 'secondary' 'to' 'hepatitis' 'C' 'or' 'late'
 '-' 'onset' 'anthracycline' '-' 'induced' 'cardiomyopathy' ',' 'or'
 'life' '-' 'changing' 'late' 'effects' ',' 'such' 'as' 'cognitive'
 'dysfunction' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
11457,"['The' 'presence' 'of' 'locus' '-' 'specific' 'residues' 'throughout'
 'the' 'entire' 'promoter' 'region' 'strongly' 'suggests' 'that' 'the'
 'various' 'HLA' 'class' 'I' 'loci' 'are' 'differentially' 'regulated' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0]
11458,"['Because' 'the' 'number' 'of' 'parameters' 'required' 'by' 'a' 'Volterra'
 'series' 'grows' 'rapidly' 'with' 'both' 'the' 'length' 'of' 'its'
 'memory' 'and' 'the' 'order' 'of' 'its' 'nonlinearity' ',' 'methods'
 'for' 'identifying' 'these' 'models' 'from' 'measurements' 'of' 'input'
 '/' 'output' 'data' 'are' 'limited' 'to' 'low' '-' 'order' 'systems'
 'with' 'relatively' 'short' 'memories' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11459,"['The' 'standard' 'method' 'for' 'calculating' 'the' 'composite' 'score'
 'on' 'the' 'S' '-' 'B' 'IV' 'excludes' 'subtests' 'with' 'a' 'raw'
 'score' 'of' '0' ',' 'which' 'overestimates' 'cognitive' 'functioning'
 'in' 'young' 'biologically' 'high' 'risk' 'children' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11460,"['NiCl' '(' '2' ')' '-' 'induced' 'MCP' '-' '1' 'synthesis' 'required'
 'activation' 'of' 'NF' '-' 'kappaB' 'since' 'mutation' 'of' 'NF' '-'
 'kappaB' '-' 'binding' 'sites' 'in' 'the' 'promoter' 'resulted' 'in'
 'complete' 'loss' 'of' 'inducible' 'promoter' 'activity' '.']",[0 0 0 0 0 0 1 2 2 0 0 0 0 1 2 2 0 0 0 1 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0]
11461,"['Engagement' 'of' 'human' 'CD2' 'by' 'mitogenic' 'pairs' 'of' 'anti' '-'
 'CD2' 'mAb' 'induces' 'tyrosine' 'phosphorylation' 'of' 'a' 'number' 'of'
 'intracellular' 'proteins' 'including' 'a' '120' 'kDa' 'phosphoprotein'
 'that' 'we' 'identify' 'as' 'the' 'proto' '-' 'oncogene' 'c' '-' 'Cbl'
 '.']","[0 0 1 2 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2
 0]"
11462,"['Validity' 'of' 'NIR' 'spectroscopy' 'for' 'quantitatively' 'measuring'
 'muscle' 'oxidative' 'metabolic' 'rate' 'in' 'exercise' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11463,"['Previous' 'studies' 'have' 'demonstrated' 'that' 'tissue' '-'
 'restricted' 'transcription' 'factors' 'including' 'PU' '.' '1' 'and'
 'PU' '.' '1' 'interaction' 'partner' '(' 'PIP' ')' 'function'
 'synergistically' 'with' 'c' '-' 'Fos' 'plus' 'c' '-' 'Jun' 'to'
 'stimulate' 'the' 'kappaE3' ""'"" '-' 'enhancer' 'in' '3T3' 'cells' '.']","[0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 2 2 2 0 1 0 0 0 0 1 2 2 0 1 2 2 0 0 0 1
 2 2 2 0 0 0 0]"
11464,"['The' 'murine' 'int' '-' '6' 'locus' ',' 'identified' 'as' 'a' 'frequent'
 'integration' 'site' 'of' 'mouse' 'mammary' 'tumor' 'viruses' ','
 'encodes' 'the' '48' '-' 'kDa' 'eIF3e' 'subunit' 'of' 'translation'
 'initiation' 'factor' 'eIF3' '.']",[0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 0]
11465,"['An' 'int6' 'deletion' '(' 'int6Delta' ')' 'mutant' 'was' 'viable' 'but'
 'grew' 'slowly' 'in' 'minimal' 'medium' '.']",[0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0]
11466,"['We' 'produced' 'transgenic' 'plants' 'expressing' 'the' 'antisense'
 'Arabidopsis' 'HD' '(' 'AtHD1' ')' 'gene' '.']",[0 0 0 0 0 0 1 2 2 0 1 0 0 0]
